@relation autores

@attribute texto string
@attribute class-att {franciscoz, fabiolag, fernandob}


@data
"Cuando se da este tipo de situaciones, no puedo dejar de recordar el extraordinario libro de Jeffrey Davidow, exembajador de EU en México, El oso y el puercoespín, en el que con conocimiento y precisión describe cómo el oso, en un pequeño movimiento, puede aplastar al pequeño mamífero que hasta en el rigor mortis intentará herir al coloso.", franciscoz
"Eso no ha cambiado un ápice, seguimos teniendo una relación extraña, tirante e injusta. No voy a detenerme a analizar el discurso de Trump, porque está inmerso en una lógica toral con miras a su reelección y, sobre todo, en la pelea que mantiene con los demócratas y, principalmente, con Nancy Pelosi, la líder de la mayoría en la Cámara baja.", franciscoz
"Pero espero que todas estas reflexiones nos puedan llevar a entender que mientras estamos entretenidos en decirle al Presidente que es un incompetente, a veces por justos reclamos y en otras ocasiones por posturas ideológicas, en verdad hay un cabrón dispuesto a hacernos mierda y está por ser reelecto presidente de su país.", franciscoz
"No tengo empatía alguna por Marcelo Ebrard, pero tengo que reconocer que dentro del gabinete de López Obrador, si alguien tiene oficio político y capacidad de interlocución a nivel internacional es Marcelo. Así que confío en sus buenos oficios y su capacidad negociadora con los vecinos del norte para poder parar el embate político de nuestros vecinos.", franciscoz
"Espero que tengamos la inteligencia de darnos cuenta de que los enemigos del país son muchos y son infinitamente superiores a nuestras diferencias. Es mandatorio que dejemos de partirnos la madre y cerremos filas en torno a México y su gobierno, nos choque, lo odiemos o alabemos. Por favor, serenidad, paciencia y prudencia.", franciscoz
"Después de pasar una semana en Orlando, Florida puedo explicarme la pasividad de Xi Jinping y Vladimir Putin al respecto de los Estados Unidos y su presidente, Trump. Me muero de risa con algunos políticos patéticos que critican al actual gobierno, no obstante que ellos fueron gobierno, que estuvieron en las entretelas del poder y fueron tapete de los gringos, entre el patio trasero y los trabajos que ni los negros quieren hacer y la falsa coordinación, que pasaba por la desconfianza de las agencias norteamericanas en los gobiernos panistas. Pero ahora entiendo la tranquilidad de los líderes globales, pues EU tiene ya enclavado en su núcleo el germen de su propia destrucción.", franciscoz
"Hollywood es profético: en el argumento de la película de WALL-E - se explica claramente cuando los últimos sobrevivientes están viviendo en la nave y todos son transportados en un carrito antigravedad porque ya están tan obesos que no se pueden mover. Me queda claro que esa película fue una crítica a una sociedad que poco a poco se vuelve deforme, por gorda y además en donde la política y la corrección ya no importa, donde lamentablemente el racismo es tolerado por los ciudadanos y, por si fuera poco, se lo aplauden a su anaranjado presidente.", franciscoz
"Sin hacer ningún estudio con rigor científico, la simple observación me ha dejado perplejo. De una cantidad enorme de asistentes a diferentes parques temáticos en Orlando, puedo asegurar sin temor a equivocarme, que un 65 por ciento de personas es obesa, de ésas un 70 por ciento tiene obesidad mórbida y un 35 por ciento es gente que ya está deforme, y por deforme, me hago cargo de mis palabras, gente que se desparrama en un carrito, que se les dificulta caminar, personas que no se sabe dónde empiezan y terminan, a la que antes de subirse a un juego se les sienta en los carritos para ver incluso si caben, por su propia seguridad y la de las otras personas que disfrutan de las atracciones.", franciscoz
"La fiesta macabra de consumo de azúcar y calorías no termina: montañas de salchichas de cerdo, patas enormes de pavo, helados, refrescos, las harinas convertidas en donas, pretzels, bollos y el carnaval que parece que gente con los consecuentes problemas de sobrepeso no quiere ver o evitar, pero que son las que hacen las enormes filas en los carritos.", franciscoz
"La decadencia del imperio norteamericano no vendrá por una guerra comercial, no será destruido por armas nucleares, será destruido por su propia voracidad para ingerir mierda y media y que además, este problema es ignorado por un presidente que tiene la misma conducta, que le gusta consumir hamburguesas y asquerosidades noticiosas.", franciscoz
"Sin ser alarmista creo que Xi y Vladimir están -€œsentados a la puerta de su casa esperando ver pasar el cadáver de su enemigo-€. No se necesita pelear mucho con un país de mucha gente decadente, que no se cuida y que sólo se sube a un carrito, porque se le dificulta caminar, para seguir comiendo basura. Un país que se descuida, deja de pensar y de crear. La digestión es uno de los procesos que más energía consume y para lo que comen estos señores su proceso debe de durar horas.", franciscoz
"No tengo nada en contra de la obesidad, yo mismo tuve problemas serios al respecto, pero me ayudó mucho entender que no era normal, que no era sano y que la factura se pagaba disminuyendo mi calidad de vida. Saber que la obesidad es un problema de salud, que empieza por la cabeza y estrangula al corazón.", franciscoz
"Si el señor Trump está ávido de imponer aranceles debería de empezar por imponer aranceles muy altos y tan mediáticos como los que pretendía con nuestro país a los vendedores de carbohidratos. Impuestos de 20% a los azúcares, de 30% a los carbohidratos y las grasas, destinar una parte muy importante del presupuesto, que quiere conseguir para su muro, en un programa de salud pública enfocado en acabar con la obesidad, que tanto a él como a su sociedad, les están ahogando el cerebro y no los dejan pensar, pues sus pulmones están oprimidos por sus carnes.", franciscoz
"Me queda claro que el germen de la destrucción del imperio norteamericano está ya en ellos, y si el otrora país más poderoso del mundo se acaba, y los rusos y chinos se los comen, ni engordarán ni tendrán las panzas de los gringos.", franciscoz
"Es una gran ocasión el aniversario número 11 de la creación de Tulum. Tulum se ha convertido en el mejor spot turístico de México y, me atrevo a decir, del mundo.", franciscoz
"En una ceremonia que se realizó en la comunidad de Chanchén, donde asistieron el gobernador, Carlos Joaquín, acompañó al presidente municipal Víctor Mas Tah, parte del festejo fue la visita al Hospital Comunitario, que había sido inaugurado recientemente.", franciscoz
"Tenemos que hacer un poco de historia. Tulum tiene una historia breve, pero vertiginosa. Desde el 2006, el actual gobernador, entonces presidente municipal de Tulum, Carlos Joaquín Gonzalez, inició el desarrollo puntual declarando a Tulum la segunda ciudad de la entidad.", franciscoz
"Independientemente del desarrollo de posicionar a Tulum como el polo más fifí y de moda de Quintana Roo, el presidente municipal Víctor Mas está preocupado por preservar raíces y tradiciones, pero con un puntual cuidado al entorno ambiental.", franciscoz
"La importancia de esta declaración y acto tienen que ver con el desarrollo sin distingo o corriente política.", franciscoz
"En el acto solemne, que encabezó el presidente municipal con el gobernador de la entidad, en el que estuvieron acompañados de representantes del Poder Legislativo y Judicial del estado, quedó de manifiesto la buena gestión de Víctor Mas Tah, quien ha sido cabal en sus compromisos con los habitantes de Tulum, siendo transparente, disciplinado en el manejo del presupuesto, gastando oportunamente en la obra pública, aumentando los servicios sociales y contando con un equipo plural y respetuoso.", franciscoz
"Ha sido fundamental contar con un plan de desarrollo sustentable que ha sido consensuado con organizaciones civiles y con los tres órdenes de gobierno, siempre en comunicación con el gobernador de la entidad.", franciscoz
"Tulum, lugar milenario y mágico, representa la suma de esfuerzos de todos sus habitantes, de los originarios que le dieron identidad, llegando a la primera autoridad del concejo municipal, encabezado por el presidente Mas.", franciscoz
"Hoy, celebramos 11 años de un municipio maravilloso, que tiene una mística maravillosa y que transita entre la magia y el desarrollo, pero preservando siempre esencia de pueblo originario propio de Quintana Roo. Desde este espacio, una felicitación al presidente municipal, Víctor Mas Tah y, sobre todo a Carlos Joaquín González por ser el promotor de la unidad y el desarrollo.", franciscoz
"Me queda claro que la valentía del gobernador ha sido fundamental en tomar decisiones comprometidas con el estado, aunque sean difíciles políticamente. Entre ellas, nombrar a Alberto Capella como titular de Seguridad, aunque se ha enfrentado con él.", franciscoz
"Q Al payaso de Cuauhtémoc Blanco le ha redituado una baja considerable en materia de índices delictivos, otro punto adicional para el góber.", franciscoz
"Q Para terminar, desde aquí una gran felicitación a Layda Sansores, alcaldesa de Ãlvaro Obregón que, siempre protegiendo a la clase trabajadora, clausuró los restaurantes Sylvestre y Hunan en el centro comercial Artz. Ojalá que ponga claramente sobre la mesa los motivos de la clausura que llevó a cerca de 200 trabajadores, que esperan el Día del Padre para mantener a su familia por meses, al desempleo. La señora se dedica a enfrentarse a sus enemigos políticos, como Luis Serna, a quien le clausuró la casa, sólo por venganza, ahora me pregunto cómo le explicará al Presidente que le acaba de joder el año a los meseros que no son fifís. Como el hermano tiene tantas gasolinerías, le valen madre los jodidos. Fregona la alcaldesa.", franciscoz
"Si este gobierno ha tenido una crisis, es la relacionada con la existencia y distribución de medicamentos y la compra de equipo médico. Sin duda, en el sector, desde siempre, ha existido una gran cantidad de irregularidades. Como muestra de ello, es lo que sucede en el Hospital de Atlacomulco, parte de la delegación poniente del IMSS mexiquense, que encabeza Jesús Adán Gordo Ramírez, pues, desde el sexenio pasado, se le ha dado un apoyo inexplicable a la empresa Health Care, propiedad de Fernando Méndez Gil, que fue recomendada por Luis Videgaray Caso.", franciscoz
"El dueño de la empresa, Fernando Méndez, ha presumido de sendas reuniones con Enrique Gilardi, Rodrigo Campos y Gabriel Acero para negociar apoyos a su empresa. El primero, sería allegado a Ricardo Monreal, líder de Morena en el Senado, y Acero presume ser operador de Zoé Robledo, director del Instituto.", franciscoz
"Méndez Gil, entre otras irregularidades, está vendiendo al IMSS equipos para diferentes diagnósticos marca Philips, los cuales ya no se fabrican, pero le sobraron del sexenio anterior y, por ende, no tienen refacciones para los mismos.", franciscoz
"Según los expertos, existe una diferencia importante entre la cédula publicada para la adquisición de un Tomógrafo y la que está en el cuadro básico del IMSS, las diferencias tienen que ver o empatan con la falta de desarrollo tecnológico en equipos viejos.", franciscoz
"Como lo dije desde su nombramiento, tengo en gran concepto a Zoé Robledo. Me parece que su desempeño como subsecretario de Gobernación fue puntual y eficiente. Creo también que el nombramiento por parte del Presidente para encabezar el IMSS, mucho tiene que ver con su probidad y capacidad de gestión. Por ello, estoy seguro que en cuanto tenga conocimiento del asunto, aquí descrito, tomará cartas para resolverlo.", franciscoz
"En otro tema. Este fin de semana me tocó transmitir desde Cancún, Quintana Roo, y de nuevo he comprobado que la fórmula para superar problemas en las entidades es la suma de los factores reales del poder, de empresarios, sociedad y gobernantes.", franciscoz
"Desde hace un par de años, he tenido la oportunidad de acudir a comidas que organiza Imagen Radio Cancún, que encabeza de forma muy afortunada, Humberto Morfín, y escuchar de viva voz de hoteleros, restauranteros y prestadores de servicios en general, la demanda generalizada de seguridad para seguir desarrollando al destino más espectacular del país.", franciscoz
"Ellos no han sido meros espectadores, pues en estas reuniones ha acudido el secretario de Seguridad Pública del estado, Alberto Capella, y juntos han delineado una estrategia que pasa por la dignificación de los policías, ofreciéndoles descuentos en parques como Xcaret, y asumiendo su contribución y sacrificio en favor de la comunidad.", franciscoz
"La gran noticia es que, según datos del Sistema Nacional de Seguridad Pública, Quintana Roo fue el estado con la reducción más significativa en homicidios en el mes de mayo en todo el país, disminuyendo 58.5 por ciento. No quiere decir que el problema de seguridad esté superado, pero, sin duda, el camino está abierto para recorrerlo entre la sociedad y gobierno.", franciscoz
"Felicito desde aquí la valentía y tino del gobernador de la entidad, Carlos Joaquín González, en nombrar y apoyar a Alberto Capella, estoy seguro de que los resultados serán constantes y se verá pronto la luz al final del túnel.", franciscoz
"Creo que es momento de reconocernos como un país que lucha por cambiar. De reconocer que en el pasado la corrupción hizo que la fiesta pareciera más grande que la cruda. Me queda claro que ya no se aguantaba más la borrachera. Que en el sector salud hubo excesos muy importantes, pero no todos fueron corruptos, sin embargo, en esta lucha en contra de la corrupción se está causando un evidente dolor innecesario. -¿Por qué digo esto? Lamentablemente, lea usted esto con atención, es porque estamos obligando a los doctores a realizar una especie de lista de Schindler, para escoger a quién salvarle la vida, lo cual me parece una mezquindad. Se trata de cuidar el presupuesto, de ir acorde con la austeridad, pero no de hacer pendejadas que cuesten vidas.", franciscoz
"No sólo estamos hablando de los adeudos del ejercicio fiscal 2018 (correspondientes a otra administración), sino también de los adeudos de 2019 y sobre todo del Estado de derecho, es decir, no se ha liquidado ninguno, ni de la pasada ni de ésta.", franciscoz
"El artículo 51 de la Ley de Adquisiciones, Arrendamientos y Servicios del Sector Público establece que el pago a los proveedores no podrá exceder de 20 días naturales; por su parte, el artículo 85, fracción II, del Reglamento de la Ley de Adquisiciones, establece que cada orden de suministro que emitan las autoridades con cargo a los contratos deberán contar con suficiencia presupuestal, esto es, la autoridad no puede ordenar suministro alguno si no cuenta con presupuesto para cada orden y, una vez realizado el suministro cuenta con 20 días naturales para pagar -€œcomo máximo-€.", franciscoz
"El artículo 54 de la Ley General de Responsabilidades Administrativas (parte del Sistema Nacional Anticorrupción) señala que -€œse considera falta administrativa grave el desvío de recursos públicos y no designarlo a los pagos necesarios.-€", franciscoz
"El ISSSTE día con día y durante el presente ejercicio fiscal continúa emitiendo órdenes de suministro a sus proveedores, como si tuviera suficiencia presupuestal, pero no realiza el pago, como lo establece la ley, en 20 días. Incluso, no ha realizado un solo pago en el ejercicio fiscal 2019. -¿Se está llevando intencionalmente a la inviabilidad a los distribuidores? -¿Se está acaso provocando-  intencionalmente la propia inviabilidad del ISSSTE para olvidar los adeudos y después centrar los esfuerzos en la creación del Instituto Nacional de Salud para el Bienestar (ya previsto en el Plan Nacional de Desarrollo 2019-2024) que, además, generará un adeudo mayor -€”pues la falta de pago a tiempo genera intereses, según el artículo 51 de la Ley de Adquisiciones-€”? El problema central es que, en lograr los objetivos políticos, buenos o no, se están muriendo mexicanos. Aquellos a los que López Obrador prometió proteger; él siempre afirma que su prioridad son los que menos tienen.", franciscoz
"Lo anterior, desde luego, lastima a la industria nacional, pero también a la inversión extranjera, dando claros ejemplos de los riesgos que implica ser contratista de la actual administración.", franciscoz
"En la industria nacional, los laboratorios nacionales o los internacionales con representación en México no tienen fuerza de distribución, ellos venden sus insumos a los distribuidores, quienes se encargan de toda la logística alrededor del territorio nacional, para lo cual licitan ante las autoridades de salud obteniendo un pequeño porcentaje que les permite cubrir los adeudos a los laboratorios. Sin embargo, si el Estado no paga, los distribuidores se endeudan con los laboratorios y se convierte en una cadena peligrosa que termina por crear: 1) Incertidumbre en la economía y desconfianza en el Estado; 2) el retiro de la inversión en México; 3) la quiebra de los distribuidores y con ello la pérdida de la fuente de empleo de todos sus trabajadores y sus familias y, lo que es peor, 5) el desabasto de medicamentos en perjuicio de los pacientes, causado directamente por la falta de pago -€”ya no oportuno, sino completamente ausente-€” del Estado.", franciscoz
"Lo que no puede aceptarse es que con el fin de rescindir los contratos se deje de pagar y se prescinda de medicamentos, aquí perdemos todos, empresas nacionales que van a quebrar y enfermos mexicanos que van a morir.", franciscoz
"Si sí hay presupuesto, -¿por qué razón no se paga?, -¿dónde está el Estado de derecho?, -¿dónde está la garantía de que la cadena de suministro de medicamentos no se vea alterada por causas imputables al Estado y que el presupuesto se utilice para el fin que e fue destinado?", franciscoz
"Sin presupuesto o con presupuesto y desvío de recursos o con falta de Estado de derecho, o con lo que sea, simplemente no se podrá cumplir con el derecho humano a la salud previsto en el artículo 4-º constitucional.", franciscoz
"De verdad, hago votos por que el Estado mexicano entienda que no todos quienes trabajaron y vendieron en otras épocas son ladrones. Que el ISSSTE está poniendo en riesgo a empresas de mexicanos, con trabajadores mexicanos y lo peor, mientras arreglan sus supuestos proyectos sociales muchos pacientes que no tienen la culpa de los manejos presupuestales van a morir.", franciscoz
"Fin de semana de marchas por diversos motivos. Pero sin duda la que estuvo en el foco de muchos fue la marcha del orgullo gay que hoy es más un negocio y un espectáculo, pues lejos de reconocer los derechos de inclusión sexual, se ha convertido en un festival de inclusión económica, en un reconocimiento al pink market como una fuerza económica emergente incomparable y de grandes ganancias. Lo digo porque noto que a pocos les importa la inclusión sexual y la defensa de sus derechos, pues se ve que el verdadero interés es incrementar los recursos en su cuenta bancaria.", franciscoz
"Este circo que hemos visto, que sin duda es extraordinario, con carros alegóricos, con reconocimiento e inclusión, no deja de ser un desfile ocasional. Que con sinceridad y en un análisis objetivo, en nada abona a mitigar los problemas de la comunidad LGBT+. En este país seguimos siendo total y salvajemente mataputos, por más que Reforma sea tomada por la comunidad un sábado al año. La discriminación empieza por tener que dedicar un día y un desfile a quien tiene orientación sexual distinta. Me queda claro que no es de la incumbencia de nadie todo aquello que se haga entre dos personas, consensuado y de forma legal en un cuarto. A nadie le importa. Es como si en el mundo hetero eres clasificado si te gusta de perrito o de misionero. De la misma forma, sí tendríamos que organizar una marcha para pelones o gordos. El problema grave es que, en función de su preferencia sexual, millones de personas son discriminadas e incluso los crímenes a esta comunidad son desestimados, pues al parecer si un hombre es asesinado por su novio o una mujer es maltratada por su novia no tiene importancia.", franciscoz
"Creo que es momento de hacer menos circo, y exigir puntualmente más resultados con los derechos reales de la comunidad LGBT+.Creo que llegó el momento de que las preferencias y orientaciones sexuales le importen a la pareja y no al Estado y mucho menos a la ley. No estoy seguro de si esto se logrará con desfiles y exhibiciones, es algo que corresponde a quienes encabezan esta comunidad, pero creo que tenemos que ser serios.- ", franciscoz
"- Quiero hacer un paréntesis en esta columna para reconocer a alguien que es una buena noticia en la 4T. Como lo dijo el Presidente en su momento, dos instituciones eran y casi son, un asco: migración y aduanas. La primera buena noticia entre la ignominia", franciscoz
"El semanario Proceso ha publicado una magnífica entrevista con el exsecretario de Hacienda del gobierno de Andrés Manuel López Obrador. En un tono franco y accesible para todos, no sólo para los doctos en materia económica y financiera, pues dice cosas importantes y reveladoras. Entre ellas una con la que coincidimos millones de mexicanos. El nuevo aeropuerto de Texcoco debía de ser construido. Entiendo perfectamente, igual que lo explica el mismo Urzúa, que los terrenos aledaños son de algunas ratas del gobierno anterior, pero que con el respaldo social que tiene AMLO, podría haberlos expropiado y continuar con un proyecto cuya cancelación desalentó a ciudadanos e inversionistas.", franciscoz
"De la misma forma le pone una tunda a don Manuel Bartlett, a quien le dice que no entiende el significado de valor presente que tiene el ducto Texas-Tuxpan que, por cierto, ya fue construido, y que el director de la CFE dice que tuvo un sobreprecio. Le recuerda que se firmó un contrato y le reitera que es muy mala señal no cumplir, pero, además, algo importante y quizá lo más preocupante, es que dentro de las empresas que se planea maltratar, y con las que pelearse nos llevaría años en los tribunales, está una canadiense y una norteamericana en cuyo consejo de administración está Nancy Pelosi, quien nada más y nada menos puede entrampar la firma del T-MEC, causando un duro golpe a la economía nacional. Todo lo anterior sin mencionar que Bartlett está poniendo en peligro la seguridad eléctrica de toda la península de Yucatán, pues este ducto de gas surtiría principalmente las plantas generadoras de electricidad de esa zona que ahora están paradas y sin fecha de inicio de operación.", franciscoz
"Me preocupa igual que a Urzúa que alguien como Bartlett dirija la CFE, dejemos de lado que tiene un año más que la historia de la Comisión, lo que debería de significar que sus ideas son un -€œpoquito-€ antiguas y, además su historia, según trasciende en muchas publicaciones, es bastante turbulenta. Comenta Urzúa que el Presidente desestimó los argumentos que descalificaban el actuar de Bartlett, asegurando que es un gran abogado. Que supongo, debería saber que su demanda por el ducto citado, durará años y años, haciendo aún más oneroso el costo del ducto. -¿Habrá algún economista que le explique el concepto de valor presente a Bartlett?", franciscoz
"Por otro lado, asistí al primer informe de Martí Batres como presidente del Senado. De Martí tengo el mejor concepto. Un tipo serio y muy estructurado. Los tiempos cambian sin duda. No obstante que estaban presentes la secretaria de Gobernación, Olga Sánchez Cordero; el fiscal general de la República, Alejandro Gertz; y la jefa de Gobierno de la Ciudad de México, Claudia Sheinbaum, no existía un operativo de seguridad enorme como en los tiempos de Peña. La asistencia muy nutrida, el poder de convocatoria y punch político quedó manifiesto. Los resultados expuestos, entre los que fueron más aplaudidos, el cierre de la peluquería senatorial y la mejora en la percepción ciudadana del Senado. Lo que no me gustó fue la asistencia de un payaso que se disfraza de gurú de moda, quien va acompañado por seis guaruras que lo rodean y le abren paso. Entiendo que su éxito se basa en el personaje que creó, pero me parece, primero, que debería aprenderle a su patrón Carlos Slim, quien si acaso tiene una seguridad muy discreta, pues no se ve el enorme aparato que posiblemente lo cuida y, segundo, debió cuidar este pequeño, pero gran detalle, pues no era el lugar para la faramalla y menos en momentos de la Cuarta Transformación. Por todo lo demás, me quedó claro que es otro estilo de gobernar, otros tiempos, por muchas cosas que vi en este evento y lo celebro.", franciscoz
"En mis redes sociales subí videos del informe de labores de Batres. Inmediatamente, algunos me atacaron y preguntaron si soy de la 4T. Y de forma categórica lo digo, NO LO SOY. Soy mexicano. Como debemos de ser todos. Los de la 4T, los fifís, los chairos y todo aquel que aspire a construir un mejor país. No podemos estar divididos. Suficientemente dividida y podrida está la sociedad como para abonarle más clases y calificativos.", franciscoz
"Esta columna es resultado de pedirle a la gente que encontré que escribiera lo que piensa de estos primeros siete meses de gobierno del Presidente. A continuación leerá sólo opiniones de ciudadanos de distintos estratos y tendencias, sin ningún orden ni sistematización, y perdone la gramática y ortografía.", franciscoz
Comencemos:, franciscoz
"Estos días, el país ha sufrido bloqueos carreteros en 25 estados porque no han liberado más de 31 mmdp de apoyos al campo mexicano. El Comité Olímpico Mexicano ha anunciado que dejará de prestar servicios a los atletas mexicanos por la falta de acuerdo presupuestal con la Conade. La renuncia de Carlos Urzúa a Hacienda, con una carta demoledora y una entrevista reveladora.", franciscoz
"La cancelación de la construcción del aeropuerto de Texcoco, sin tomar en cuenta, como dijo Urzúa, que con la legitimidad y popularidad de su gobierno podría haber-  expropiado los terrenos aledaños a la terminal para evitar el flujo de dinero para sus enemigos. Sobra decir la desestabilización de los mercados por su zigzagueo político.", franciscoz
"La construcción de la refinería de Dos bocas, que nadie de la iniciativa privada quiso construir, y que ha sido criticada por prácticamente todo el mundo. La baja en las calificaciones de la deuda por todas las calificadoras internacionales. La falta de exhibición de sus propios colaboradores que hayan robado. -¿O en ocho meses no ha existido una rata? Qué bueno que se haga justicia y se meta a la cárcel a Juan Collado y pronto a Emilio Lozoya.", franciscoz
"La polarización entre fifís y chairos, esa división innecesaria que ha detonado odio entre los propios mexicanos, que, lejos de otras cosas, deberíamos estar más unidos que nunca. Está bien que por primera vez se vea a los que menos tienen, qué bueno que un gobierno vaya a las comunidades olvidadas.", franciscoz
"La indiferencia para los que esperaban cambios inmediatos. Personas que están viviendo una profunda decepción, como la que causó en su momento la alternancia de gobierno en manos de Fox. La lentitud para la reactivación económica, lastimando a empresarios de todas las ideologías. Ã‰chenos la mano.", franciscoz
"Los recortes en las dependencias del gobierno federal que hoy afectan a miles de familias, el freno de mano en sectores que mueven la economía, como el inmobiliario, que incluso dejó en el desempleo a miles de albañiles que viven del salario mínimo. Pero también por primera vez se aumentó el salario mínimo y se tiene una austeridad en el gasto público.", franciscoz
"El famoso -€œTengo otros datos-€ cuando no quiere afrontar la realidad en la que vive el país o cuando sus enemigos lo cuestionan, algunos de ellos con argumentos sólidos. Las conferencias mañaneras, que, lejos de mantener informados a los ciudadanos, se piensa que es sólo para legitimar sus decisiones.", franciscoz
"La falta de una correcta política exterior, de liderazgo y mano dura frente a los designios de Trump. La imposición de la GN y la falta de tacto para tratar a los Policías Federales, que se han quejado del pisotón a sus derechos laborales.", franciscoz
"La austeridad republicana, que afecta a los sectores más vulnerables como Salud, que no se ve como un ahorro, sino que se percibe como ineptitud, ineficacia e insensibilidad.", franciscoz
"La estrategia turística en el país, en la que desapareció el apoyo a los Pueblos Mágicos, que sobra decir que muchas familias viven o vivían de ellos, y el lamentable freno a la promoción turística. La tercera edad en puestos claves del gobierno, que no siempre con ello se muestra experiencia, sino falta de visión o de apego a las nuevas realidades.", franciscoz
"Como joven siento que el gobierno es ineficiente, inoperante e incongruente, ya que las decisiones no son buenas. Una de ellas es el programa para los ninis, donde el dinero no va para ellos, sino a las empresas que les dan supuesta capacitación. Los jóvenes necesitamos mejores oportunidades. No sólo nos dé, enséñenos a pescar.", franciscoz
"No creo que sea correcto que un presidente, alguien que nos representa a todos, no sólo a los que votaron por él, no sepa hablar, porque así no somos todos, somos muchos que día a día madrugamos para ir a la escuela y comunicarnos mejor.", franciscoz
"Señor Presidente, -¿porqué cuando se le pregunta algo importante responde con un chiste o hablando de beisbol?", franciscoz
"Que nos aclare -¿por qué desaparecer entidades como el Iadem con el pretexto de corrupción en lugar de castigar a los corruptos y dejar lo que funciona trabajar?", franciscoz
"Señor, es usted presidente de 120 millones de mexicanos, no de 30 millones, satanizar al empresariado es condenar a la pobreza al resto de la población, los impuestos se generan de la iniciativa privada, no mate a la gallina que produce impuestos, dé incentivos en vez de amenazas, dé esperanza y promueva-  la unidad nacional, no el separatismo.", franciscoz
"Ciudadano Presidente, aquí dejo esto. Ojalá le sirva.", franciscoz
"No encuentro el épico triunfo en la votación unánime en el Senado de la República, por la cual se crea la Guardia Nacional. Ni considero tampoco que sea un triunfo del gobierno encabezado por López Obrador y me parece una ingenuidad también, que la oposición crea que es un triunfo que pone de manifiesto que están vivos. Hay que recordar que en política, ingenuo-ingenuo tira a pendejo.", franciscoz
"He escuchado perplejo expresiones de júbilo por los acuerdos que llevaron a la aprobación. Confirman la operación política de Zoé Robledo, subsecretario de Gobernación, en coordinación con Ricardo Monreal, líder morenista en el Senado. Trasciende también que estuvieron pendientes de la redacción, vía telefónica, el general secretario Luis Cresencio Sandoval y el secretario de Seguridad y Protección Ciudadana, Alfonso Durazo.", franciscoz
"Los partidos de oposición dicen que han demostrado que unidos pueden coartar cualquier modificación constitucional que pretenda AMLO y que pueda, siendo nuestro más grande temor, acercarnos a la panza de Maduro. Pues les tengo una pésima noticia, perdió el Presidente, perdió el Ejército, perdió la actual PF, pero, sobre todo, perdió México.", franciscoz
"Me explico y hago un poco de historia. La Policía Federal fue formada en el sexenio de Vicente Fox y las fuerzas federales de apoyo, la división de la policía más nutrida, tuvo que recibir una transfusión de miles de soldados que fueron encabezados por el general Arellano Noblecía. Al general Arellano tengo el gusto de conocerlo por las pláticas que he tenido el honor de impartir en la Asociación de Graduados del Colegio de Defensa Nacional A.C. Y sobre él, en algún momento, pesaron acusaciones de violaciones a los derechos humanos en Sonora, que aceptando sin conceder, nunca prosperaron, por la falta de pruebas o de voluntad.- - - -  Todo esto para expresar que si vamos a seguir simulando que con una policía encabezada por un civil podemos en este momento resolver el desmadre que ocasiona casi 80 muertos diarios, derivados de la violencia, luego entonces, reitero, sufrimos del síndrome del -€œtío Lolo-€, aquel que se hace pendejo solo. Pues si el mando militar, la estructura, la disciplina y el entrenamiento ha sido sustituido por un drama de distintas ONG, estamos jodidos.", franciscoz
"Y sí, le echo la culpa a las ONG, porque los partidos políticos no pueden hacerse pen... tontos. Pues eran el PRI y el PAN los que, en el sexenio pasado, vociferaban y juntitos aprobaban la Ley de Seguridad Interior, que le daba certidumbre a la actuación de las Fuerzas Armadas en las calles y que la oposición que hoy estaba, y digo estaba, porque ahora están pendejamente satisfechos con lo que aprobaron, decía era una invasión a la soberanía de los estados y además militarizaba al país. Falaces argumentos todos, políticos y lejanos a la realidad ciudadana que pasa por el exterminio en manos de las ratas en las calles.", franciscoz
"Si se puede salvar algo, es la autorización constitucional, lisa y llana, de las Fuerzas Armadas. El combate del crimen organizado, pero por cinco años. Hoy que firmo esta columna, no me arrugo y lo plasmo claramente, el Ejército y la Marina no regresarán a los cuarteles hasta dentro de 10 años, por lo menos, y todo esto si de verdad somos serios y a las irrisorias y corruptas policías municipales y estatales las ponemos en orden.", franciscoz
"No veo en la creación de este órgano una solución a los problemas de origen, quizá hubiese sido mejor reforzar y apuntalar a la antigua PF antes de empezar con otro experimento que, en lo personal, no tiene los elementos para solucionar el peor problema que ha acosado al país en décadas.", franciscoz
"Y hacemos un breve recuento para documentar mi pesimismo. En el 2000, Fox creó la PFP, en pláticas con el general Ricardo Clemente Vega García, éste le dijo que el problema era sacar a la tropa a la calle y sería muy complejo regresarla a los cuarteles. Calderón le quitó lo preventivo para que fuera un acicate contra el crimen organizado. Peña se hizo güey creando la Gendarmería Nacional, sabiendo que no tenía efectivos para conformarla. Y en este momento, nuestros políticos, desde el púlpito de hacer lo políticamente correcto, crean esta Guardia Nacional-Civil, limitada en el tiempo, que no es más que otra simulación, que han disfrazado de un triunfo de la democracia. Quizá para ellos es un triunfo, para usted y para mí es otra falta majestuosa de cataplines, es otra acción tendiente a beneficiar sus posturas políticas, a sus gobernadores y presidentes municipales, que les aterra les quiten la caja chica y el Ejército los exhiba como ladrones y socios de la delincuencia.", franciscoz
"Si se van a unir, únanse para evitar decisiones estériles, como la cancelación del NAICM, no para quitarle a los mexicanos la posibilidad de vivir en paz.", franciscoz
